Observation Date,Confirmed,Day,Total per Day
02/11/2020,3,,
02/11/2020,2,,
02/11/2020,2,,
02/11/2020,2,,
02/11/2020,2,,
02/11/2020,2,,
02/11/2020,2,,
02/11/2020,2,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/11/2020,1,,
02/12/2020,33366,,
02/12/2020,1219,,
02/12/2020,1135,,
02/12/2020,1131,,
02/12/2020,946,,
02/12/2020,889,,
02/12/2020,844,,
02/12/2020,543,,
02/12/2020,518,,
02/12/2020,497,,
02/12/2020,436,,
02/12/2020,378,,
02/12/2020,352,,
02/12/2020,311,,
02/12/2020,272,,
02/12/2020,251,,
02/12/2020,225,,
02/12/2020,222,,
02/12/2020,175,,
02/12/2020,157,,
02/12/2020,154,,
02/12/2020,133,,
02/12/2020,126,,
02/12/2020,116,,
02/12/2020,112,,
02/12/2020,87,,
02/12/2020,83,,
02/12/2020,60,,
02/12/2020,59,,
02/12/2020,58,,
02/12/2020,50,,
02/12/2020,50,,
02/12/2020,33,,
02/12/2020,28,,
02/12/2020,28,,
02/12/2020,18,,
02/12/2020,18,,
02/12/2020,18,,
02/12/2020,16,,
02/12/2020,15,,
02/12/2020,11,,
02/12/2020,10,,
02/12/2020,9,,
02/12/2020,8,,
02/12/2020,5,,
02/12/2020,4,,
02/12/2020,4,,
02/12/2020,4,,
02/12/2020,3,,
02/12/2020,3,,
02/12/2020,3,,
02/12/2020,2,,
02/12/2020,2,,
02/12/2020,2,,
02/12/2020,2,,
02/12/2020,2,,
02/12/2020,2,,
02/12/2020,2,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/12/2020,1,,
02/13/2020,48206,,
02/13/2020,1241,,
02/13/2020,1169,,
02/13/2020,1145,,
02/13/2020,968,,
02/13/2020,910,,
02/13/2020,872,,
02/13/2020,570,,
02/13/2020,529,,
02/13/2020,509,,
02/13/2020,451,,
02/13/2020,395,,
02/13/2020,366,,
02/13/2020,315,,
02/13/2020,279,,
02/13/2020,265,,
02/13/2020,229,,
02/13/2020,222,,
02/13/2020,175,,
02/13/2020,157,,
02/13/2020,156,,
02/13/2020,135,,
02/13/2020,126,,
02/13/2020,119,,
02/13/2020,117,,
02/13/2020,90,,
02/13/2020,84,,
02/13/2020,64,,
02/13/2020,63,,
02/13/2020,61,,
02/13/2020,58,,
02/13/2020,53,,
02/13/2020,33,,
02/13/2020,28,,
02/13/2020,28,,
02/13/2020,19,,
02/13/2020,18,,
02/13/2020,18,,
02/13/2020,16,,
02/13/2020,16,,
02/13/2020,11,,
02/13/2020,10,,
02/13/2020,9,,
02/13/2020,8,,
02/13/2020,5,,
02/13/2020,4,,
02/13/2020,4,,
02/13/2020,4,,
02/13/2020,3,,
02/13/2020,3,,
02/13/2020,3,,
02/13/2020,2,,
02/13/2020,2,,
02/13/2020,2,,
02/13/2020,2,,
02/13/2020,2,,
02/13/2020,2,,
02/13/2020,2,,
02/13/2020,2,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/13/2020,1,,
02/14/2020,54406,,
02/14/2020,1261,,
02/14/2020,1184,,
02/14/2020,1155,,
02/14/2020,988,,
02/14/2020,934,,
02/14/2020,900,,
02/14/2020,593,,
02/14/2020,537,,
02/14/2020,523,,
02/14/2020,463,,
02/14/2020,419,,
02/14/2020,372,,
02/14/2020,318,,
02/14/2020,283,,
02/14/2020,281,,
02/14/2020,230,,
02/14/2020,226,,
02/14/2020,218,,
02/14/2020,162,,
02/14/2020,159,,
02/14/2020,140,,
02/14/2020,127,,
02/14/2020,120,,
02/14/2020,119,,
02/14/2020,90,,
02/14/2020,86,,
02/14/2020,67,,
02/14/2020,67,,
02/14/2020,65,,
02/14/2020,65,,
02/14/2020,56,,
02/14/2020,33,,
02/14/2020,29,,
02/14/2020,28,,
02/14/2020,19,,
02/14/2020,18,,
02/14/2020,18,,
02/14/2020,16,,
02/14/2020,16,,
02/14/2020,11,,
02/14/2020,10,,
02/14/2020,9,,
02/14/2020,8,,
02/14/2020,5,,
02/14/2020,4,,
02/14/2020,4,,
02/14/2020,4,,
02/14/2020,3,,
02/14/2020,3,,
02/14/2020,3,,
02/14/2020,2,,
02/14/2020,2,,
02/14/2020,2,,
02/14/2020,2,,
02/14/2020,2,,
02/14/2020,2,,
02/14/2020,2,,
02/14/2020,2,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/14/2020,1,,
02/15/2020,56249,,
02/15/2020,1294,,
02/15/2020,1212,,
02/15/2020,1162,,
02/15/2020,1001,,
02/15/2020,950,,
02/15/2020,913,,
02/15/2020,604,,
02/15/2020,544,,
02/15/2020,532,,
02/15/2020,470,,
02/15/2020,425,,
02/15/2020,375,,
02/15/2020,326,,
02/15/2020,291,,
02/15/2020,285,,
02/15/2020,285,,
02/15/2020,235,,
02/15/2020,232,,
02/15/2020,168,,
02/15/2020,162,,
02/15/2020,143,,
02/15/2020,128,,
02/15/2020,122,,
02/15/2020,119,,
02/15/2020,90,,
02/15/2020,88,,
02/15/2020,72,,
02/15/2020,70,,
02/15/2020,70,,
02/15/2020,68,,
02/15/2020,56,,
02/15/2020,43,,
02/15/2020,33,,
02/15/2020,28,,
02/15/2020,22,,
02/15/2020,18,,
02/15/2020,18,,
02/15/2020,16,,
02/15/2020,16,,
02/15/2020,12,,
02/15/2020,10,,
02/15/2020,9,,
02/15/2020,8,,
02/15/2020,5,,
02/15/2020,4,,
02/15/2020,4,,
02/15/2020,4,,
02/15/2020,3,,
02/15/2020,3,,
02/15/2020,3,,
02/15/2020,2,,
02/15/2020,2,,
02/15/2020,2,,
02/15/2020,2,,
02/15/2020,2,,
02/15/2020,2,,
02/15/2020,2,,
02/15/2020,2,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/15/2020,1,,
02/16/2020,58182,,
02/16/2020,1316,,
02/16/2020,1231,,
02/16/2020,1167,,
02/16/2020,1004,,
02/16/2020,962,,
02/16/2020,925,,
02/16/2020,617,,
02/16/2020,551,,
02/16/2020,537,,
02/16/2020,481,,
02/16/2020,445,,
02/16/2020,380,,
02/16/2020,355,,
02/16/2020,328,,
02/16/2020,300,,
02/16/2020,287,,
02/16/2020,237,,
02/16/2020,236,,
02/16/2020,171,,
02/16/2020,162,,
02/16/2020,144,,
02/16/2020,129,,
02/16/2020,124,,
02/16/2020,121,,
02/16/2020,90,,
02/16/2020,89,,
02/16/2020,75,,
02/16/2020,71,,
02/16/2020,70,,
02/16/2020,70,,
02/16/2020,59,,
02/16/2020,57,,
02/16/2020,34,,
02/16/2020,29,,
02/16/2020,22,,
02/16/2020,20,,
02/16/2020,18,,
02/16/2020,16,,
02/16/2020,16,,
02/16/2020,12,,
02/16/2020,10,,
02/16/2020,9,,
02/16/2020,9,,
02/16/2020,5,,
02/16/2020,4,,
02/16/2020,4,,
02/16/2020,4,,
02/16/2020,3,,
02/16/2020,3,,
02/16/2020,3,,
02/16/2020,2,,
02/16/2020,2,,
02/16/2020,2,,
02/16/2020,2,,
02/16/2020,2,,
02/16/2020,2,,
02/16/2020,2,,
02/16/2020,2,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/16/2020,1,,
02/17/2020,59989,,
02/17/2020,1322,,
02/17/2020,1246,,
02/17/2020,1171,,
02/17/2020,1006,,
02/17/2020,973,,
02/17/2020,930,,
02/17/2020,626,,
02/17/2020,553,,
02/17/2020,541,,
02/17/2020,495,,
02/17/2020,457,,
02/17/2020,454,,
02/17/2020,381,,
02/17/2020,333,,
02/17/2020,301,,
02/17/2020,290,,
02/17/2020,240,,
02/17/2020,238,,
02/17/2020,171,,
02/17/2020,163,,
02/17/2020,146,,
02/17/2020,130,,
02/17/2020,125,,
02/17/2020,121,,
02/17/2020,91,,
02/17/2020,89,,
02/17/2020,77,,
02/17/2020,75,,
02/17/2020,72,,
02/17/2020,70,,
02/17/2020,66,,
02/17/2020,60,,
02/17/2020,35,,
02/17/2020,30,,
02/17/2020,22,,
02/17/2020,22,,
02/17/2020,18,,
02/17/2020,16,,
02/17/2020,16,,
02/17/2020,12,,
02/17/2020,10,,
02/17/2020,9,,
02/17/2020,9,,
02/17/2020,5,,
02/17/2020,5,,
02/17/2020,4,,
02/17/2020,4,,
02/17/2020,3,,
02/17/2020,3,,
02/17/2020,3,,
02/17/2020,2,,
02/17/2020,2,,
02/17/2020,2,,
02/17/2020,2,,
02/17/2020,2,,
02/17/2020,2,,
02/17/2020,2,,
02/17/2020,2,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/17/2020,1,,
02/18/2020,61682,,
02/18/2020,1328,,
02/18/2020,1257,,
02/18/2020,1172,,
02/18/2020,1007,,
02/18/2020,982,,
02/18/2020,933,,
02/18/2020,629,,
02/18/2020,555,,
02/18/2020,543,,
02/18/2020,542,,
02/18/2020,508,,
02/18/2020,464,,
02/18/2020,387,,
02/18/2020,333,,
02/18/2020,306,,
02/18/2020,292,,
02/18/2020,242,,
02/18/2020,240,,
02/18/2020,172,,
02/18/2020,163,,
02/18/2020,146,,
02/18/2020,131,,
02/18/2020,128,,
02/18/2020,121,,
02/18/2020,91,,
02/18/2020,89,,
02/18/2020,81,,
02/18/2020,76,,
02/18/2020,74,,
02/18/2020,73,,
02/18/2020,70,,
02/18/2020,62,,
02/18/2020,35,,
02/18/2020,31,,
02/18/2020,22,,
02/18/2020,22,,
02/18/2020,18,,
02/18/2020,16,,
02/18/2020,16,,
02/18/2020,12,,
02/18/2020,10,,
02/18/2020,9,,
02/18/2020,9,,
02/18/2020,5,,
02/18/2020,5,,
02/18/2020,4,,
02/18/2020,4,,
02/18/2020,3,,
02/18/2020,3,,
02/18/2020,3,,
02/18/2020,2,,
02/18/2020,2,,
02/18/2020,2,,
02/18/2020,2,,
02/18/2020,2,,
02/18/2020,2,,
02/18/2020,2,,
02/18/2020,2,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/18/2020,1,,
02/19/2020,62031,,
02/19/2020,1331,,
02/19/2020,1262,,
02/19/2020,1174,,
02/19/2020,1008,,
02/19/2020,986,,
02/19/2020,934,,
02/19/2020,631,,
02/19/2020,621,,
02/19/2020,560,,
02/19/2020,544,,
02/19/2020,514,,
02/19/2020,470,,
02/19/2020,393,,
02/19/2020,333,,
02/19/2020,306,,
02/19/2020,293,,
02/19/2020,244,,
02/19/2020,242,,
02/19/2020,172,,
02/19/2020,168,,
02/19/2020,146,,
02/19/2020,131,,
02/19/2020,130,,
02/19/2020,121,,
02/19/2020,91,,
02/19/2020,90,,
02/19/2020,84,,
02/19/2020,84,,
02/19/2020,76,,
02/19/2020,75,,
02/19/2020,71,,
02/19/2020,63,,
02/19/2020,35,,
02/19/2020,31,,
02/19/2020,23,,
02/19/2020,22,,
02/19/2020,18,,
02/19/2020,16,,
02/19/2020,16,,
02/19/2020,12,,
02/19/2020,10,,
02/19/2020,9,,
02/19/2020,9,,
02/19/2020,5,,
02/19/2020,5,,
02/19/2020,4,,
02/19/2020,4,,
02/19/2020,3,,
02/19/2020,3,,
02/19/2020,3,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,2,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/19/2020,1,,
02/20/2020,62442,,
02/20/2020,1332,,
02/20/2020,1265,,
02/20/2020,1175,,
02/20/2020,1010,,
02/20/2020,987,,
02/20/2020,934,,
02/20/2020,634,,
02/20/2020,631,,
02/20/2020,567,,
02/20/2020,546,,
02/20/2020,520,,
02/20/2020,476,,
02/20/2020,395,,
02/20/2020,334,,
02/20/2020,307,,
02/20/2020,293,,
02/20/2020,245,,
02/20/2020,245,,
02/20/2020,174,,
02/20/2020,168,,
02/20/2020,146,,
02/20/2020,132,,
02/20/2020,131,,
02/20/2020,121,,
02/20/2020,104,,
02/20/2020,94,,
02/20/2020,91,,
02/20/2020,91,,
02/20/2020,84,,
02/20/2020,76,,
02/20/2020,75,,
02/20/2020,71,,
02/20/2020,68,,
02/20/2020,35,,
02/20/2020,24,,
02/20/2020,22,,
02/20/2020,18,,
02/20/2020,16,,
02/20/2020,16,,
02/20/2020,12,,
02/20/2020,10,,
02/20/2020,9,,
02/20/2020,9,,
02/20/2020,5,,
02/20/2020,5,,
02/20/2020,5,,
02/20/2020,4,,
02/20/2020,4,,
02/20/2020,3,,
02/20/2020,3,,
02/20/2020,3,,
02/20/2020,2,,
02/20/2020,2,,
02/20/2020,2,,
02/20/2020,2,,
02/20/2020,2,,
02/20/2020,2,,
02/20/2020,2,,
02/20/2020,2,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/20/2020,1,,
02/21/2020,62662,,
02/21/2020,1333,,
02/21/2020,1267,,
02/21/2020,1203,,
02/21/2020,1011,,
02/21/2020,988,,
02/21/2020,934,,
02/21/2020,749,,
02/21/2020,634,,
02/21/2020,631,,
02/21/2020,572,,
02/21/2020,525,,
02/21/2020,479,,
02/21/2020,396,,
02/21/2020,334,,
02/21/2020,308,,
02/21/2020,293,,
02/21/2020,246,,
02/21/2020,245,,
02/21/2020,204,,
02/21/2020,174,,
02/21/2020,168,,
02/21/2020,146,,
02/21/2020,132,,
02/21/2020,132,,
02/21/2020,121,,
02/21/2020,105,,
02/21/2020,91,,
02/21/2020,91,,
02/21/2020,85,,
02/21/2020,76,,
02/21/2020,75,,
02/21/2020,71,,
02/21/2020,68,,
02/21/2020,35,,
02/21/2020,26,,
02/21/2020,22,,
02/21/2020,20,,
02/21/2020,18,,
02/21/2020,18,,
02/21/2020,16,,
02/21/2020,16,,
02/21/2020,12,,
02/21/2020,11,,
02/21/2020,10,,
02/21/2020,9,,
02/21/2020,9,,
02/21/2020,6,,
02/21/2020,5,,
02/21/2020,5,,
02/21/2020,4,,
02/21/2020,4,,
02/21/2020,4,,
02/21/2020,3,,
02/21/2020,3,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,2,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/21/2020,1,,
02/22/2020,64084,,
02/22/2020,1339,,
02/22/2020,1270,,
02/22/2020,1205,,
02/22/2020,1013,,
02/22/2020,989,,
02/22/2020,934,,
02/22/2020,750,,
02/22/2020,634,,
02/22/2020,631,,
02/22/2020,573,,
02/22/2020,526,,
02/22/2020,479,,
02/22/2020,433,,
02/22/2020,399,,
02/22/2020,335,,
02/22/2020,309,,
02/22/2020,293,,
02/22/2020,249,,
02/22/2020,245,,
02/22/2020,174,,
02/22/2020,168,,
02/22/2020,146,,
02/22/2020,135,,
02/22/2020,132,,
02/22/2020,122,,
02/22/2020,121,,
02/22/2020,91,,
02/22/2020,91,,
02/22/2020,85,,
02/22/2020,76,,
02/22/2020,75,,
02/22/2020,71,,
02/22/2020,69,,
02/22/2020,62,,
02/22/2020,35,,
02/22/2020,28,,
02/22/2020,26,,
02/22/2020,22,,
02/22/2020,18,,
02/22/2020,16,,
02/22/2020,16,,
02/22/2020,13,,
02/22/2020,12,,
02/22/2020,11,,
02/22/2020,10,,
02/22/2020,9,,
02/22/2020,7,,
02/22/2020,6,,
02/22/2020,5,,
02/22/2020,5,,
02/22/2020,4,,
02/22/2020,4,,
02/22/2020,3,,
02/22/2020,3,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,2,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/22/2020,1,,
02/23/2020,64084,,
02/23/2020,1342,,
02/23/2020,1271,,
02/23/2020,1205,,
02/23/2020,1016,,
02/23/2020,989,,
02/23/2020,934,,
02/23/2020,754,,
02/23/2020,691,,
02/23/2020,631,,
02/23/2020,602,,
02/23/2020,575,,
02/23/2020,526,,
02/23/2020,480,,
02/23/2020,399,,
02/23/2020,335,,
02/23/2020,311,,
02/23/2020,293,,
02/23/2020,249,,
02/23/2020,245,,
02/23/2020,174,,
02/23/2020,168,,
02/23/2020,155,,
02/23/2020,147,,
02/23/2020,146,,
02/23/2020,135,,
02/23/2020,132,,
02/23/2020,121,,
02/23/2020,91,,
02/23/2020,91,,
02/23/2020,89,,
02/23/2020,76,,
02/23/2020,75,,
02/23/2020,74,,
02/23/2020,71,,
02/23/2020,43,,
02/23/2020,35,,
02/23/2020,28,,
02/23/2020,22,,
02/23/2020,18,,
02/23/2020,16,,
02/23/2020,16,,
02/23/2020,13,,
02/23/2020,12,,
02/23/2020,11,,
02/23/2020,10,,
02/23/2020,9,,
02/23/2020,7,,
02/23/2020,6,,
02/23/2020,5,,
02/23/2020,5,,
02/23/2020,4,,
02/23/2020,4,,
02/23/2020,3,,
02/23/2020,3,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,2,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,1,,
02/23/2020,0,,
02/24/2020,64287,,
02/24/2020,1345,,
02/24/2020,1271,,
02/24/2020,1205,,
02/24/2020,1016,,
02/24/2020,989,,
02/24/2020,934,,
02/24/2020,833,,
02/24/2020,755,,
02/24/2020,691,,
02/24/2020,631,,
02/24/2020,576,,
02/24/2020,527,,
02/24/2020,480,,
02/24/2020,399,,
02/24/2020,335,,
02/24/2020,311,,
02/24/2020,293,,
02/24/2020,251,,
02/24/2020,245,,
02/24/2020,229,,
02/24/2020,174,,
02/24/2020,168,,
02/24/2020,159,,
02/24/2020,146,,
02/24/2020,135,,
02/24/2020,133,,
02/24/2020,121,,
02/24/2020,93,,
02/24/2020,91,,
02/24/2020,89,,
02/24/2020,79,,
02/24/2020,76,,
02/24/2020,75,,
02/24/2020,71,,
02/24/2020,61,,
02/24/2020,36,,
02/24/2020,35,,
02/24/2020,30,,
02/24/2020,22,,
02/24/2020,18,,
02/24/2020,16,,
02/24/2020,16,,
02/24/2020,13,,
02/24/2020,13,,
02/24/2020,12,,
02/24/2020,10,,
02/24/2020,7,,
02/24/2020,6,,
02/24/2020,5,,
02/24/2020,4,,
02/24/2020,4,,
02/24/2020,3,,
02/24/2020,3,,
02/24/2020,3,,
02/24/2020,2,,
02/24/2020,2,,
02/24/2020,2,,
02/24/2020,2,,
02/24/2020,2,,
02/24/2020,2,,
02/24/2020,2,,
02/24/2020,2,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,1,,
02/24/2020,0,,
02/24/2020,0,,
02/24/2020,0,,
02/25/2020,64786,,
02/25/2020,1347,,
02/25/2020,1271,,
02/25/2020,1205,,
02/25/2020,1016,,
02/25/2020,989,,
02/25/2020,977,,
02/25/2020,934,,
02/25/2020,756,,
02/25/2020,691,,
02/25/2020,631,,
02/25/2020,576,,
02/25/2020,529,,
02/25/2020,480,,
02/25/2020,400,,
02/25/2020,336,,
02/25/2020,322,,
02/25/2020,311,,
02/25/2020,294,,
02/25/2020,252,,
02/25/2020,245,,
02/25/2020,174,,
02/25/2020,170,,
02/25/2020,168,,
02/25/2020,146,,
02/25/2020,135,,
02/25/2020,133,,
02/25/2020,121,,
02/25/2020,95,,
02/25/2020,93,,
02/25/2020,91,,
02/25/2020,91,,
02/25/2020,84,,
02/25/2020,76,,
02/25/2020,75,,
02/25/2020,71,,
02/25/2020,37,,
02/25/2020,36,,
02/25/2020,31,,
02/25/2020,23,,
02/25/2020,22,,
02/25/2020,18,,
02/25/2020,17,,
02/25/2020,16,,
02/25/2020,14,,
02/25/2020,13,,
02/25/2020,13,,
02/25/2020,11,,
02/25/2020,10,,
02/25/2020,7,,
02/25/2020,7,,
02/25/2020,6,,
02/25/2020,5,,
02/25/2020,4,,
02/25/2020,4,,
02/25/2020,3,,
02/25/2020,3,,
02/25/2020,3,,
02/25/2020,2,,
02/25/2020,2,,
02/25/2020,2,,
02/25/2020,2,,
02/25/2020,2,,
02/25/2020,2,,
02/25/2020,2,,
02/25/2020,2,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,1,,
02/25/2020,0,,
02/25/2020,0,,
02/25/2020,0,,
02/26/2020,65187,,
02/26/2020,1347,,
02/26/2020,1271,,
02/26/2020,1261,,
02/26/2020,1205,,
02/26/2020,1016,,
02/26/2020,989,,
02/26/2020,934,,
02/26/2020,756,,
02/26/2020,705,,
02/26/2020,631,,
02/26/2020,576,,
02/26/2020,531,,
02/26/2020,480,,
02/26/2020,453,,
02/26/2020,400,,
02/26/2020,337,,
02/26/2020,312,,
02/26/2020,294,,
02/26/2020,252,,
02/26/2020,245,,
02/26/2020,189,,
02/26/2020,174,,
02/26/2020,168,,
02/26/2020,146,,
02/26/2020,139,,
02/26/2020,135,,
02/26/2020,133,,
02/26/2020,121,,
02/26/2020,93,,
02/26/2020,93,,
02/26/2020,91,,
02/26/2020,91,,
02/26/2020,76,,
02/26/2020,75,,
02/26/2020,71,,
02/26/2020,42,,
02/26/2020,40,,
02/26/2020,33,,
02/26/2020,32,,
02/26/2020,27,,
02/26/2020,26,,
02/26/2020,22,,
02/26/2020,18,,
02/26/2020,18,,
02/26/2020,16,,
02/26/2020,13,,
02/26/2020,13,,
02/26/2020,13,,
02/26/2020,10,,
02/26/2020,7,,
02/26/2020,7,,
02/26/2020,5,,
02/26/2020,5,,
02/26/2020,4,,
02/26/2020,4,,
02/26/2020,4,,
02/26/2020,3,,
02/26/2020,3,,
02/26/2020,3,,
02/26/2020,3,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,2,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,1,,
02/26/2020,0,,
02/26/2020,0,,
02/26/2020,0,,
02/27/2020,65596,,
02/27/2020,1766,,
02/27/2020,1347,,
02/27/2020,1272,,
02/27/2020,1205,,
02/27/2020,1017,,
02/27/2020,989,,
02/27/2020,934,,
02/27/2020,756,,
02/27/2020,705,,
02/27/2020,655,,
02/27/2020,631,,
02/27/2020,576,,
02/27/2020,534,,
02/27/2020,480,,
02/27/2020,410,,
02/27/2020,337,,
02/27/2020,317,,
02/27/2020,296,,
02/27/2020,252,,
02/27/2020,245,,
02/27/2020,245,,
02/27/2020,214,,
02/27/2020,174,,
02/27/2020,168,,
02/27/2020,146,,
02/27/2020,136,,
02/27/2020,133,,
