1.69E-05,1.64E-05,5.10E-05,0.000234589,1.09E-07,2.33E-05,1.72E-05,1.15E-05,37.84633,-122.2962
0.001076764,0.001045987,0.00889089,0.007223467,7.50E-06,0.000436995,0.000419516,0.000409465,37.85207,-122.29048
0.00060494,0.000582638,0.000832339,0.00633024,5.44E-06,0.00018292,0.000175604,0.000171396,37.55754,-122.0641
0.001182201,0.001150979,0.003569999,0.01642124,7.61E-06,0.001222426,0.001173528,0.001145413,37.84678974,-122.2916524
0.244743023,0.24239926,,,,0.01607143,0.01125,0.006749999,37.83328,-122.28596
1.5890664,0.3638334,0.30286675,0.18218142,0.001117554,0.03838364,0.03815334,0.03807657,37.80612,-122.27324
0.11737395,0.109135263,0.3327935,3.42198764,0.003801464,0.046990135,0.045110524,0.044029751,37.62728,-122.11084
29.95801554,28.77084923,112.4667117,40.8772018,55.740645,22.64689831,14.35207934,10.74953442,37.75002,-122.19409
4.05E-05,3.52E-05,0.000291625,0.000669234,1.31E-06,3.77E-05,3.62E-05,3.54E-05,37.55033,-121.97287
0.084904251,0.058802055,,,,,,,37.4958,-121.95115
0.000323913,0.00027931,0.002879049,0.005487921,1.09E-05,0.000285927,0.00027449,0.000267913,37.60084494,-122.0869046
0.000999097,0.000936653,0.005298992,0.018313247,1.52E-05,0.000516723,0.000496055,0.00048417,37.60557504,-122.081065
0.152656013,0.063504526,0.01233294,0.057280939,2.74E-05,0.000837422,0.000803925,0.000784665,37.83527,-122.28229
0.0024,0.0024,,,,,,,37.83446,-122.27297
0.002465733,0.002400613,0.007445998,0.03425002,1.59E-05,0.000489137,0.000469572,0.000458321,37.65566,-122.12858
0.028904292,0.028891627,0.001447992,0.006660456,3.09E-06,0.00010655,9.93E-05,9.39E-05,37.76189259,-122.2040437
0.847060553,0.83112536,0.145225838,0.85251941,0.004764469,0.31118666,0.206262351,0.160803591,37.73916,-122.16425
0.013213796,0.012864815,0.039902898,0.18354491,8.51E-05,0.013663401,0.013116865,0.012802607,37.80528,-122.26852
,,,,,0.3428573,0.2400001,0.1440001,37.52142,-122.0175
,,,,,0.1723214,0.120625,0.07237499,37.50629,-121.93624
0.26232031,0.26232031,,,,,,,37.82183,-122.28477
0.07966884,0.04033084,0.01239219,0.09799143,1.64E-05,0.00028819,0.00028819,0.00028819,37.8641848,-122.2977342
0.17450816,0.17450815,,,,,,,37.72251,-122.18803
0.01978645,0,,,,,,,37.53457,-122.01279
0.006664436,0.006664439,,,,,,,37.60932,-122.05034
0.001635832,0.00159212,0.006165802,0.021041216,1.07E-05,0.001544447,0.001482668,0.001447146,37.75182,-122.198356
0.002521623,0.00168337,,,,,,,37.74297,-122.15025
0.00508454,0.004965004,0.013668,0.0628699,2.91E-05,0.000897869,0.000861953,0.000841303,37.80473,-122.27357
0.006718716,0.006237,0.02646863,0.06353641,0.00011745,0.003372237,0.003237347,0.003159786,37.84198238,-122.2931574
0.719524686,0.719524686,,,,,,,37.76744,-122.22334
0.543024506,0.539895709,0.05763667,0.2309271,0.000935768,0.004940286,0.004940286,0.004940286,37.73997,-122.17788
0.097631641,0.075341202,0.441673389,0.510153937,0.006658167,0.036430897,0.036365764,0.036328312,37.88735519,-122.3050952
0.000224456,0.000188328,0.001150891,0.003637763,8.81E-06,0.000153951,0.000147793,0.000144252,37.75079,-122.18814
0.03939301,0.03939301,,,,,,,37.50675,-121.97256
0.318315009,0.318308541,0.0007395,0.003401544,1.58E-06,4.86E-05,4.66E-05,4.55E-05,37.5967,-122.01717
0.02427084,0.016794924,0.002342475,0.01852317,3.10E-06,5.45E-05,5.45E-05,5.45E-05,37.50314,-121.9661
0.13091031,0.13091031,,,,,,,37.48646539,-121.9411222
0.02972963,0.02972964,,,,,,,37.73233873,-122.2132992
0.44211172,0.42901438,0.2412666,0.9666588,0.003917118,3.354966,2.3546801,1.42108,37.64765,-122.12617
2.0144403,2.0144403,,,,,,,37.52652492,-122.0316499
4.29E-05,3.40E-05,0.000237741,0.002854683,2.18E-06,4.63E-05,4.45E-05,4.34E-05,37.67601777,-121.6967865
0.000455992,0.000443949,0.001377,0.006333909,2.94E-06,9.05E-05,8.68E-05,8.48E-05,37.80445,-122.27239
0.06939622,0.06303276,,,,,,,37.71004,-122.11524
1.58E-05,1.27E-05,0.000119052,0.001021296,7.61E-07,1.42E-05,1.36E-05,1.33E-05,37.80039,-122.26661
0.001902953,0.001786985,0.002711286,0.0346537,2.83E-05,0.000838839,0.000805286,0.000785992,37.74813,-122.20384
9.611,9.611,,,,,,,37.69852,-121.72513
0.006000001,0.006000001,,,,,,,37.65322,-122.13326
0.00078776,0.00063658,0.00135265,0.00797514,4.52E-05,0.000795676,0.000795676,0.000795676,37.71072,-122.12023
0.007427973,0.007427973,,,,,,,37.64315,-122.12998
0.000514911,0.000494394,0.001469056,0.007527785,5.00E-06,0.000128185,0.000123058,0.00012011,37.6621091,-122.0865551
0.000618122,0.000601797,0.001866599,0.008585964,3.98E-06,0.000639154,0.000613588,0.000598887,37.69982147,-122.1108475
0.184304227,0.180024533,0.49678889,2.245455686,0.001043457,0.032140217,0.030854609,0.03011539,37.82573268,-122.2887614
0.000584345,0.000568912,0.0017646,0.008116786,3.76E-06,0.000115919,0.000111282,0.000108616,37.5861702,-122.0181808
0.001113971,0.001084551,0.00336396,0.01547351,7.17E-06,0.000220983,0.000212144,0.000207061,37.61609,-122.06395
0.000275622,0.000268342,0.00083232,0.003828494,1.78E-06,5.47E-05,5.25E-05,5.12E-05,37.6181462,-122.0704398
0.000633153,0.000616431,0.00191199,0.00879475,4.08E-06,0.000125601,0.000120577,0.000117688,37.6755,-122.15549
0.000658647,0.000596559,0.001767582,0.01961048,1.51E-05,0.000186479,0.00017902,0.000174731,37.63919449,-122.0983582
0.009363031,0.009115749,0.0282744,0.1300563,6.03E-05,0.001857381,0.001783086,0.001740366,37.632345,-122.110135
0.000351283,0.000342005,0.0010608,0.004879455,2.26E-06,6.97E-05,6.69E-05,6.53E-05,37.647174,-122.097559
0.050343497,0.049173725,0.13375258,0.47826179,0.000285208,0.008786377,0.008434922,0.008232836,37.63490677,-122.0708084
0.022516938,0.021993733,0.05982301,0.27517312,0.000127565,0.003929847,0.003772654,0.003682267,37.77535,-122.23875
0.004746294,0.00463601,0.012609954,0.058003127,2.69E-05,0.000828365,0.00079523,0.000776177,37.57736,-122.06979
0.07227649,0.07085864,0.19169748,0.8904428,0.000345694,0.06595592,0.06331769,0.06180071,37.67026138,-122.112442
0.010903179,0.010704425,0.028959535,0.134515135,4.85E-05,0.009963217,0.009564688,0.009335535,37.63146,-122.06884
0.005793088,0.005681508,0.015371079,0.0713967,2.72E-05,0.005288342,0.005076809,0.004955177,37.67026138,-122.112442
0.000636348,0.000621562,0.00169065,0.007776633,3.61E-06,0.000111061,0.000106619,0.000104064,37.69163,-122.1787
0.000466463,0.000455625,0.0012393,0.005700517,2.64E-06,8.14E-05,7.82E-05,7.63E-05,37.41491433,-122.1015054
0.101593845,0.101528189,0.0075072,0.03453152,1.60E-05,0.000493158,0.000473431,0.000462089,37.50496,-121.96139
